Application,ProcessID,SwapChainAddress,PresentRuntime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,TimeInMs,MsBetweenSimulationStart,MsBetweenPresents,MsBetweenDisplayChange,MsInPresentAPI,MsRenderPresentLatency,MsUntilDisplayed,CPUStartTimeInMs,MsBetweenAppStart,MsCPUBusy,MsCPUWait,MsGPULatency,MsGPUTime,MsGPUBusy,MsGPUWait,MsAnimationError,AnimationTime,MsFlipDelay,MsAllInputToPhotonLatency,MsClickToPhotonLatency
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,23528.2561,NA,17.12670000000000,16.66050000000000,0.42810000000000,0.80740000000000,15.4769,23511.6024,17.0818,16.6537,0.4281,16.2036,1.2575,0.7439,0.5136,-0.7779,23511.6024,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,23533.8552,NA,16.73890000000000,16.66050000000000,0.00000000000000,0.32630000000000,9.8778,23517.1163,16.7389,16.7389,0.0000,0.2902,16.7750,0.7994,15.9756,-0.1308,23517.1163,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,23544.9861,NA,16.73000000000000,16.70930000000000,0.61910000000000,1.19680000000000,15.4562,23528.6842,16.9210,16.3019,0.6191,16.5867,0.9120,0.9016,0.0104,0.3725,23528.6842,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,23551.0741,NA,17.21890000000000,16.70930000000000,0.00000000000000,0.48350000000000,9.3682,23533.8552,17.2189,17.2189,0.0000,0.3263,17.3761,0.9467,16.4294,0.0296,23533.8552,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,23561.4692,NA,16.48310000000000,16.62400000000000,0.44400000000000,0.89730000000000,15.5971,23545.6052,16.3080,15.8640,0.4440,16.1034,0.6579,0.6478,0.0101,0.2970,23545.6052,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,23567.1876,NA,16.11350000000000,16.62400000000000,0.00000000000000,0.46200000000000,9.8787,23551.0741,16.1135,16.1135,0.0000,0.4835,16.0920,0.9800,15.1120,0.5949,23551.0741,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,23577.4653,NA,15.99610000000000,16.70470000000000,0.49950000000000,1.01880000000000,16.3057,23561.9132,16.0516,15.5521,0.4995,15.8082,0.7627,0.7462,0.0165,-0.3967,23561.9132,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,23583.9807,NA,16.79310000000000,16.70470000000000,0.00000000000000,0.48780000000000,9.7903,23567.1876,16.7931,16.7931,0.0000,0.4620,16.8189,0.9897,15.8292,-0.5912,23567.1876,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,23594.2075,NA,16.74220000000000,16.69590000000000,0.60630000000000,1.09240000000000,16.2594,23577.9648,16.8490,16.2427,0.6063,16.6214,0.7137,0.7008,0.0129,-0.6443,23577.9648,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,23600.6876,NA,16.70690000000000,16.69590000000000,0.00000000000000,0.31960000000000,9.7793,23583.9807,16.7069,16.7069,0.0000,0.4878,16.5387,0.8485,15.6902,0.0972,23583.9807,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,23611.1079,NA,16.90040000000000,16.59270000000000,0.49410000000000,0.91650000000000,15.9517,23594.8138,16.7882,16.2941,0.4941,16.5640,0.6466,0.6356,0.0110,0.2563,23594.8138,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,23617.4559,NA,16.76830000000000,16.59270000000000,0.00000000000000,0.25610000000000,9.6037,23600.6876,16.7683,16.7683,0.0000,0.3196,16.7048,0.7202,15.9846,0.1142,23600.6876,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,23627.4711,NA,16.36320000000000,16.70930000000000,0.39870000000000,0.80420000000000,16.2978,23611.6020,16.2678,15.8691,0.3987,16.0654,0.6079,0.5999,0.0080,0.0789,23611.6020,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,23634.0860,NA,16.63010000000000,16.70930000000000,0.00000000000000,0.25060000000000,9.6829,23617.4559,16.6301,16.6301,0.0000,0.2561,16.6246,0.6960,15.9286,0.0590,23617.4559,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,23644.2974,NA,16.82630000000000,16.66220000000000,0.43690000000000,0.84740000000000,16.1337,23627.8698,16.8645,16.4276,0.4369,16.6785,0.5965,0.5842,0.0123,-0.3944,23627.8698,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,23650.8628,NA,16.77680000000000,16.66220000000000,0.00000000000000,0.28430000000000,9.5683,23634.0860,16.7768,16.7768,0.0000,0.2506,16.8105,0.7055,16.1050,-0.0321,23634.0860,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,23660.9356,NA,16.63820000000000,16.65990000000000,0.46770000000000,0.84630000000000,16.1554,23644.7343,16.6690,16.2013,0.4677,16.4644,0.5832,0.5707,0.0125,0.2046,23644.7343,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,23667.6967,NA,16.83390000000000,16.65990000000000,0.00000000000000,0.28150000000000,9.3943,23650.8628,16.8339,16.8339,0.0000,0.2843,16.8311,0.7008,16.1303,0.1169,23650.8628,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,23677.5205,NA,16.58490000000000,16.62630000000000,0.49020000000000,0.95450000000000,16.1968,23661.4033,16.6074,16.1172,0.4902,16.4038,0.6679,0.6567,0.0112,0.0427,23661.4033,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,23684.3285,NA,16.63180000000000,16.62630000000000,0.00000000000000,0.28140000000000,9.3888,23667.6967,16.6318,16.6318,0.0000,0.2815,16.6317,0.7124,15.9193,0.2076,23667.6967,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,23694.0956,NA,16.57510000000000,16.69930000000000,0.31960000000000,0.84840000000000,16.3210,23678.0107,16.4045,16.0849,0.3196,16.2601,0.6732,0.6623,0.0109,-0.0919,23678.0107,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,23701.0631,NA,16.73460000000000,16.69930000000000,0.00000000000000,0.29400000000000,9.3535,23684.3285,16.7346,16.7346,0.0000,0.2814,16.7472,0.7308,16.0164,-0.0675,23684.3285,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,23710.8174,NA,16.72180000000000,16.64000000000000,0.33140000000000,0.76210000000000,16.2392,23694.4152,16.7336,16.4022,0.3314,16.5823,0.5820,0.5688,0.0132,-0.2355,23694.4152,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,23718.0412,NA,16.97810000000000,16.64000000000000,0.00000000000000,0.14990000000000,9.0154,23701.0631,16.9781,16.9781,0.0000,0.2940,16.8340,0.7212,16.1128,0.0946,23701.0631,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,23727.4715,NA,16.65410000000000,16.68590000000000,0.36440000000000,0.79530000000000,16.2710,23711.1488,16.6871,16.3227,0.3644,16.5186,0.5994,0.5828,0.0166,0.0477,23711.1488,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,23734.6810,NA,16.63980000000000,16.68590000000000,0.00000000000000,0.25410000000000,9.0615,23718.0412,16.6398,16.6398,0.0000,0.1499,16.7440,0.7760,15.9680,0.2922,23718.0412,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,23744.1629,NA,16.69140000000000,16.66110000000000,0.52560000000000,0.92800000000000,16.2407,23727.8359,16.8526,16.3270,0.5256,16.5946,0.6604,0.6505,0.0099,0.0260,23727.8359,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,23751.1974,NA,16.51640000000000,16.66110000000000,0.00000000000000,0.24700000000000,9.2062,23734.6810,16.5164,16.5164,0.0000,0.2541,16.5093,0.6709,15.8384,-0.0213,23734.6810,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,23760.9839,NA,16.82100000000000,16.67360000000000,0.32560000000000,0.86180000000000,16.0933,23744.6885,16.6210,16.2954,0.3256,16.4742,0.6830,0.6749,0.0081,0.1790,23744.6885,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,23767.9953,NA,16.79790000000000,16.67360000000000,0.00000000000000,0.28150000000000,9.0819,23751.1974,16.7979,16.7979,0.0000,0.2470,16.8324,0.7402,16.0922,-0.1572,23751.1974,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,23778.2554,NA,17.27150000000000,16.65960000000000,0.44120000000000,1.05970000000000,15.4814,23761.3095,17.3871,16.9459,0.4412,17.2036,0.8020,0.7789,0.0231,-0.0386,23761.3095,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,23784.9574,NA,16.96210000000000,16.65960000000000,0.00000000000000,0.26460000000000,8.7794,23767.9953,16.9621,16.9621,0.0000,0.2815,16.9452,0.7466,16.1986,0.1383,23767.9953,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,23794.1856,NA,15.93020000000000,16.66500000000000,0.42140000000000,0.80790000000000,16.2162,23778.6966,15.9104,15.4890,0.4214,15.6925,0.6044,0.5936,0.0108,0.7221,23778.6966,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,23801.4188,NA,16.46140000000000,16.66500000000000,0.00000000000000,0.23650000000000,8.9830,23784.9574,16.4614,16.4614,0.0000,0.2646,16.4333,0.6992,15.7341,0.2971,23784.9574,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,23810.8240,NA,16.63840000000000,16.66320000000000,0.39110000000000,1.00240000000000,16.2410,23794.6070,16.6081,16.2170,0.3911,16.4213,0.7981,0.7859,0.0122,-0.7528,23794.6070,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,23818.1417,NA,16.72290000000000,16.66320000000000,0.00000000000000,0.28900000000000,8.9233,23801.4188,16.7229,16.7229,0.0000,0.2365,16.7754,0.6814,16.0940,-0.2018,23801.4188,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,23827.5277,NA,16.70370000000000,16.66710000000000,0.38960000000000,0.82500000000000,16.2044,23811.2151,16.7022,16.3126,0.3896,16.5560,0.5816,0.5732,0.0084,-0.0590,23811.2151,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,23834.8444,NA,16.70270000000000,16.66710000000000,0.00000000000000,0.27470000000000,8.8877,23818.1417,16.7027,16.7027,0.0000,0.2890,16.6884,0.7089,15.9795,0.0558,23818.1417,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,23844.1899,NA,16.66220000000000,16.67800000000000,0.45530000000000,0.86730000000000,16.2202,23827.9173,16.7279,16.2726,0.4553,16.5561,0.5838,0.5708,0.0130,0.0242,23827.9173,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,23851.5633,NA,16.71890000000000,16.67800000000000,0.00000000000000,0.26270000000000,8.8468,23834.8444,16.7189,16.7189,0.0000,0.2747,16.7069,0.6901,16.0168,0.0247,23834.8444,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,23860.8174,NA,16.62750000000000,16.67250000000000,0.33630000000000,0.78410000000000,16.2652,23844.6452,16.5085,16.1722,0.3363,16.3509,0.6054,0.5844,0.0210,0.0554,23844.6452,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,23868.4246,NA,16.86130000000000,16.67250000000000,0.00000000000000,0.28010000000000,8.6580,23851.5633,16.8613,16.8613,0.0000,0.2627,16.8787,0.7642,16.1145,0.0464,23851.5633,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,23877.5547,NA,16.73730000000000,16.74080000000000,0.48620000000000,0.96870000000000,16.2687,23861.1537,16.8872,16.4010,0.4862,16.6449,0.7248,0.7121,0.0127,-0.2323,23861.1537,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,23885.1398,NA,16.71520000000000,16.74080000000000,0.00000000000000,0.32780000000000,8.6836,23868.4246,16.7152,16.7152,0.0000,0.2801,16.7629,0.7541,16.0088,0.1205,23868.4246,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,23894.2665,NA,16.71180000000000,16.58560000000000,0.39390000000000,0.79280000000000,16.1425,23878.0409,16.6195,16.2256,0.3939,16.4328,0.5856,0.5752,0.0104,0.3016,23878.0409,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,23901.7225,NA,16.58270000000000,16.58560000000000,0.00000000000000,0.25840000000000,8.6865,23885.1398,16.5827,16.5827,0.0000,0.3278,16.5133,0.7116,15.8017,0.1296,23885.1398,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,23911.2895,NA,17.02300000000000,16.65920000000000,0.37850000000000,0.80220000000000,15.7787,23894.6604,17.0076,16.6291,0.3785,16.8387,0.5926,0.5784,0.0142,-0.0397,23894.6604,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,23918.8694,NA,17.14690000000000,16.65920000000000,0.00000000000000,0.26540000000000,8.1988,23901.7225,17.1469,17.1469,0.0000,0.2584,17.1539,0.7809,16.3730,-0.0765,23901.7225,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,23927.5517,NA,16.26220000000000,16.66620000000000,0.43900000000000,0.81340000000000,16.1827,23911.6680,16.3227,15.8837,0.4390,16.1051,0.5920,0.5757,0.0163,0.3414,23911.6680,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,23935.3285,NA,16.45910000000000,16.66620000000000,0.00000000000000,0.27080000000000,8.4059,23918.8694,16.4591,16.4591,0.0000,0.2654,16.4645,0.7913,15.6732,0.4807,23918.8694,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,23944.1696,NA,16.61790000000000,16.69490000000000,0.35690000000000,0.80150000000000,16.2597,23927.9907,16.5358,16.1789,0.3569,16.3731,0.6073,0.5910,0.0163,-0.3722,23927.9907,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,23952.0133,NA,16.68480000000000,16.69490000000000,0.00000000000000,0.28860000000000,8.4160,23935.3285,16.6848,16.6848,0.0000,0.2708,16.7026,0.7206,15.9820,-0.2358,23935.3285,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,23961.3578,NA,17.18820000000000,16.66130000000000,0.38770000000000,0.78660000000000,15.7328,23944.5265,17.2190,16.8313,0.3877,17.0380,0.5799,0.5719,0.0080,-0.1255,23944.5265,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,23968.7200,NA,16.70670000000000,16.66130000000000,0.00000000000000,0.26630000000000,8.3706,23952.0133,16.7067,16.7067,0.0000,0.2886,16.6844,0.7341,15.9503,0.0235,23952.0133,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,23977.5257,NA,16.16790000000000,16.64460000000000,0.37520000000000,0.94570000000000,16.2095,23961.7455,16.1554,15.7802,0.3752,15.9786,0.7473,0.7363,0.0110,0.5744,23961.7455,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,23985.4038,NA,16.68380000000000,16.64460000000000,0.00000000000000,0.28710000000000,8.3314,23968.7200,16.6838,16.6838,0.0000,0.2663,16.7046,0.7048,15.9998,0.0621,23968.7200,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,23994.4535,NA,16.92780000000000,16.69650000000000,0.42610000000000,0.82540000000000,15.9782,23977.9009,16.9787,16.5526,0.4261,16.8046,0.5734,0.5659,0.0075,-0.5411,23977.9009,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,24002.6757,NA,17.27190000000000,16.69650000000000,0.00000000000000,0.26580000000000,7.7560,23985.4038,17.2719,17.2719,0.0000,0.2871,17.2506,0.7111,16.5395,-0.0127,23985.4038,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,24010.8368,NA,16.38330000000000,16.66000000000000,0.53320000000000,0.98850000000000,16.2549,23994.8796,16.4904,15.9572,0.5332,16.1512,0.7945,0.7866,0.0079,0.3187,23994.8796,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,24019.4105,NA,16.73480000000000,16.66000000000000,0.00000000000000,0.28850000000000,7.6812,24002.6757,16.7348,16.7348,0.0000,0.2658,16.7575,0.6729,16.0846,0.6119,24002.6757,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,24027.5465,NA,16.70970000000000,16.65600000000000,0.43340000000000,0.89360000000000,16.2012,24011.3700,16.6099,16.1765,0.4334,16.3905,0.6796,0.6720,0.0076,-0.1656,24011.3700,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,24035.9371,NA,16.52660000000000,16.65600000000000,0.00000000000000,0.27240000000000,7.8106,24019.4105,16.5266,16.5266,0.0000,0.2885,16.5105,0.7151,15.7954,0.0788,24019.4105,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,24044.3668,NA,16.82030000000000,16.67750000000000,0.46680000000000,0.89780000000000,16.0584,24027.9799,16.8537,16.3869,0.4668,16.6491,0.6356,0.6083,0.0273,-0.0676,24027.9799,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,24052.6341,NA,16.69700000000000,16.67750000000000,0.00000000000000,0.19660000000000,7.7911,24035.9371,16.6970,16.6970,0.0000,0.2724,16.6212,0.7039,15.9173,-0.1509,24035.9371,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,24060.8314,NA,16.46460000000000,16.62620000000000,0.36550000000000,0.79170000000000,16.2200,24044.8336,16.3633,15.9978,0.3655,16.1983,0.5912,0.5771,0.0141,0.2275,24044.8336,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,24069.1252,NA,16.49110000000000,16.62620000000000,0.00000000000000,0.23110000000000,7.9262,24052.6341,16.4911,16.4911,0.0000,0.1966,16.5256,0.6811,15.8445,0.0708,24052.6341,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,24077.4338,NA,16.60240000000000,16.68100000000000,0.40820000000000,0.77670000000000,16.2986,24061.1969,16.6451,16.2369,0.4082,16.4248,0.5888,0.5781,0.0107,-0.3177,24061.1969,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,24085.7958,NA,16.67060000000000,16.68100000000000,0.00000000000000,0.25120000000000,7.9366,24069.1252,16.6706,16.6706,0.0000,0.2311,16.6907,0.7395,15.9512,-0.1899,24069.1252,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,24094.1236,NA,16.68980000000000,16.65860000000000,0.35120000000000,0.77540000000000,16.2674,24077.8420,16.6328,16.2816,0.3512,16.4777,0.5793,0.5692,0.0101,-0.0135,24077.8420,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,24102.5265,NA,16.73070000000000,16.65860000000000,0.00000000000000,0.26760000000000,7.8645,24085.7958,16.7307,16.7307,0.0000,0.2512,16.7471,0.7437,16.0034,0.0120,24085.7958,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,24110.8774,NA,16.75380000000000,16.67800000000000,0.36570000000000,0.76840000000000,16.1916,24094.4748,16.7683,16.4026,0.3657,16.6168,0.5542,0.5460,0.0082,-0.0452,24094.4748,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,24119.2153,NA,16.68880000000000,16.67800000000000,0.00000000000000,0.26620000000000,7.8537,24102.5265,16.6888,16.6888,0.0000,0.2676,16.6874,0.6862,16.0012,0.0527,24102.5265,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,24127.9716,NA,17.09420000000000,16.67900000000000,0.31400000000000,0.72540000000000,15.7764,24111.2431,17.0425,16.7285,0.3140,16.8961,0.5578,0.5476,0.0102,0.0893,24111.2431,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,24135.8508,NA,16.63550000000000,16.67900000000000,0.00000000000000,0.26470000000000,7.8972,24119.2153,16.6355,16.6355,0.0000,0.2662,16.6340,0.6936,15.9404,0.0098,24119.2153,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,24144.1485,NA,16.17690000000000,16.65870000000000,0.33840000000000,0.92700000000000,16.2582,24128.2856,16.2013,15.8629,0.3384,16.0296,0.7603,0.7497,0.0106,0.3838,24128.2856,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,24152.8924,NA,17.04160000000000,16.65870000000000,0.00000000000000,0.27280000000000,7.5143,24135.8508,17.0416,17.0416,0.0000,0.2647,17.0497,0.7050,16.3447,-0.0232,24135.8508,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,24160.9108,NA,16.76230000000000,16.64250000000000,0.51540000000000,0.76840000000000,16.1384,24144.4869,16.9393,16.4239,0.5154,16.6069,0.5854,0.5697,0.0157,-0.4412,24144.4869,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,24169.3381,NA,16.44570000000000,16.64250000000000,0.00000000000000,0.25790000000000,7.7111,24152.8924,16.4457,16.4457,0.0000,0.2728,16.4308,0.7006,15.7302,0.3991,24152.8924,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,24185.9124,NA,16.57430000000000,9.20510000000000,0.00000000000000,0.01200000000000,0.3419,24169.3381,16.5743,16.5743,0.0000,0.2579,16.3284,0.3662,15.9622,7.2406,24169.3381,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,24177.4408,NA,16.53000000000000,9.20510000000000,0.36520000000000,0.79210000000000,8.8135,24161.4262,16.3798,16.0146,0.3652,16.2379,0.5688,0.5580,0.0108,7.7342,24161.4262,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,24186.2659,NA,0.35350000000000,7.47860000000000,0.00000000000000,0.14810000000000,7.4670,24185.9124,0.3535,0.3535,0.0000,0.0120,0.4896,0.4732,0.0164,9.0957,24185.9124,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,24202.6485,NA,16.38260000000000,9.27210000000000,0.00000000000000,0.01120000000000,0.3565,24186.2659,16.3826,16.3826,0.0000,0.1481,16.2457,0.2300,16.0157,-8.9186,24186.2659,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,24194.1090,NA,16.66820000000000,16.75070000000000,0.30400000000000,0.73800000000000,8.8960,24177.8060,16.6070,16.3030,0.3040,16.4658,0.5752,0.5663,0.0089,-0.3709,24177.8060,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,24202.9710,NA,0.32250000000000,7.43360000000000,0.00000000000000,0.18020000000000,7.4676,24202.6485,0.3225,0.3225,0.0000,0.0112,0.4915,0.4814,0.0101,8.9490,24202.6485,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,24219.9076,NA,16.93660000000000,9.78990000000000,0.00000000000000,0.02480000000000,0.3209,24202.9710,16.9366,16.9366,0.0000,0.1802,16.7812,0.4036,16.3776,-9.4674,24202.9710,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,24210.8657,NA,16.75670000000000,17.22350000000000,0.44920000000000,0.85010000000000,9.3628,24194.4130,16.9019,16.4527,0.4492,16.7145,0.5883,0.5795,0.0088,-0.6165,24194.4130,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,24220.3701,NA,0.46250000000000,6.85460000000000,0.00000000000000,0.17660000000000,6.7130,24219.9076,0.4625,0.4625,0.0000,0.0248,0.6143,0.5299,0.0844,10.0820,24219.9076,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,24236.0685,NA,15.69840000000000,9.34360000000000,0.00000000000000,0.01100000000000,0.3582,24220.3701,15.6984,15.6984,0.0000,0.1766,15.5328,0.2227,15.3101,-8.8811,24220.3701,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,24227.9313,NA,17.06560000000000,16.19820000000000,0.45500000000000,0.86830000000000,8.4954,24211.3149,17.0714,16.6164,0.4550,16.8534,0.6313,0.6175,0.0138,0.7037,24211.3149,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,24236.3923,NA,0.32380000000000,7.33940000000000,0.00000000000000,0.17070000000000,7.3738,24236.0685,0.3238,0.3238,0.0000,0.0110,0.4835,0.4739,0.0096,8.3590,24236.0685,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,24252.8194,NA,16.42710000000000,9.39610000000000,0.00000000000000,0.02070000000000,0.3428,24236.3923,16.4271,16.4271,0.0000,0.1707,16.2771,0.2850,15.9921,-9.0723,24236.3923,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,24244.1784,NA,16.24710000000000,16.73550000000000,0.45310000000000,1.02910000000000,8.9838,24228.3863,16.2452,15.7921,0.4531,16.0532,0.7680,0.7509,0.0171,0.3359,24228.3863,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,24253.2706,NA,0.45120000000000,7.22940000000000,0.00000000000000,0.16320000000000,7.1210,24252.8194,0.4512,0.4512,0.0000,0.0207,0.5937,0.5208,0.0729,9.1977,24252.8194,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,24269.6109,NA,16.34030000000000,9.59440000000000,0.00000000000000,0.01230000000000,0.3751,24253.2706,16.3403,16.3403,0.0000,0.1632,16.1894,0.2406,15.9488,-9.1432,24253.2706,NA,NA,NA
